Nome,CNES,CNPJ,Nome Empresarial,CPF,Personalidade,Logradouro,Número,Telefone,Complemento,Bairro,CEP,Município,UF,Tipo Estabelecimento,Sub Tipo Estabelecimento,Esfera Administrativa,Gestão,Natureza da Organização,Dependência,Número Alvará,Órgão Expedidor,Data Expedição,url,VCo_Unidade,VEstado,VCodMunicipio,_id
CENTRO CLINICO VIVA BEM LTDA,6071481,10329574000161,EQUIPE SAUDE MEDICA LTDA,--,JURÍDICA,QNM 19 CONJUNTO O,S/N,33710330,LOTE 25,CEILANDIA,72215205,CEILANDIA - IBGE - 530040,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,140/2012,SES,20/04/2012,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300406071481&VEstado=53&VCodMunicipio=530040,5300406071481,53,530040,53ff9c59d1fa2a7671bad388
CENTRO CLINICO DA VISAO,3391337,07030532000110,ALEXANDRE GAMA CLINICA DE OLHOS LTDA,--,JURÍDICA,QNM 02 CONJ E LOTE 01 LOJA,02,(61)3724695,,CEILANDIA,72210020,CEILANDIA - IBGE - 530040,DF,CLINICA/CENTRO DE ESPECIALIDADE,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,853/2004,SES,25/10/2004,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300103391337&VEstado=53&VCodMunicipio=530040,5300103391337,53,530040,53ff9c5ad1fa2a7671bad389
CENTRO CLINICO VIA SALUTE,6991467,15015508000130,LG CENTRO CLINICO LTDA EPP,--,JURÍDICA,QNM 02 CONJUNTO C LOTE 04 LOJA,01,61 30430043,,CEILANDIA,72210023,CEILANDIA - IBGE - 530040,DF,POLICLINICA,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,00280/2012,SES,08/03/2012,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300406991467&VEstado=53&VCodMunicipio=530040,5300406991467,53,530040,53ff9c5ad1fa2a7671bad38a
CENTRAL ODONTOLOGIA,6417663,,MARIA HELENA MARTINS NUNES SILVA,--,FÍSICA,CNM 02 BLOCO A LOTE 11 12 SALA,107,33730163,,CEILANDIA,72210501,CEILANDIA - IBGE - 530040,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,01772/2009,,16/10/2009,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300406417663&VEstado=53&VCodMunicipio=530040,5300406417663,53,530040,53ff9c5ad1fa2a7671bad38b
CENTRAL IMAGEM CLINICA MEDICA,7035594,14088437000133,CLINICA MEDICA SOUZA E LIMA LTDA,--,JURÍDICA,QNM,17,33733316,CONJUNTO H LOTE 52,CEILANDIA SUL,72215170,CEILANDIA - IBGE - 530040,DF,POLICLINICA,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,2632011,SES,06/09/2011,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300407035594&VEstado=53&VCodMunicipio=530040,5300407035594,53,530040,53ff9c5ad1fa2a7671bad38c
CEIPED,3040976,05387079000179,CEIPED CEILANDIA PEDIATRIA,--,JURÍDICA,QNM 01 CONJUNTO G LOTE 0103 SALA,108,(61)3732626,,CEILANDIA SUL,72215017,CEILANDIA - IBGE - 530040,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,IX-074/2003,SES,14/04/2003,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300103040976&VEstado=53&VCodMunicipio=530040,5300103040976,53,530040,53ff9c5bd1fa2a7671bad38d
CEMEC,3022897,02575850000143,CENTRO MEDICO CEILANDIA SC LTDA,--,JURÍDICA,QNN 18 CONJUNTO H LOTE 05 LOJA,01,(61)3717470,,CEILANDIA,72220188,CEILANDIA - IBGE - 530040,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300403022897&VEstado=53&VCodMunicipio=530040,5300403022897,53,530040,53ff9c5bd1fa2a7671bad38e
CEILODONTO,5431727,08709217000187,CEILODONTO INSTITUTO DE ODONTOLOGIA LTDA,--,JURÍDICA,QNM 18 CONJUNTO A LOTE 08,08,,SALA 203 204,CEILANDIA NORTE,72210181,CEILANDIA - IBGE - 530040,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,FUNDACAO PRIVADA,INDIVIDUAL,429/2007,SES,19/06/2007,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300405431727&VEstado=53&VCodMunicipio=530040,5300405431727,53,530040,53ff9c5bd1fa2a7671bad38f
CEGIN,6699316,12388979000104,CEGIN CENTRO DE GINECOLOGIA LTDA,--,JURÍDICA,QNM 17 CONJUNTO H LOTE,S/N,,1 ANDAR ANEXO,CEILANDIA,72215178,CEILANDIA - IBGE - 530040,DF,CLINICA/CENTRO DE ESPECIALIDADE,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300406699316&VEstado=53&VCodMunicipio=530040,5300406699316,53,530040,53ff9c5bd1fa2a7671bad390
CECOSAL,3046753,00318329000103,CENTRO COMUNITARIO SAO LUCAS,--,JURÍDICA,QNM 33 MODULO A AREA ESPECIAL,S/N,(61)03713339,,CEILANDIA,72225110,CEILANDIA - IBGE - 530040,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,ENTIDADE BENEFICENTE SEM FINS LUCRATIVOS,INDIVIDUAL,953/98,SES,06/02/2003,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300403046753&VEstado=53&VCodMunicipio=530040,5300403046753,53,530040,53ff9c5cd1fa2a7671bad391
CDC CENTRO DERMATOLOGIA DE CEILANDIA,5685206,09112957000102,CDC CENTRO DERMATOLOGICO DE CEILANDIA LTDA ME,--,JURÍDICA,QNM,17,,CJ H LT 04 06 SL 105,CEILANDIA,72215178,CEILANDIA - IBGE - 530040,DF,CLINICA/CENTRO DE ESPECIALIDADE,OUTROS,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,00023/2012,SES,09/01/2012,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300405685206&VEstado=53&VCodMunicipio=530040,5300405685206,53,530040,53ff9c5cd1fa2a7671bad392
CD DENTINHO,6699405,,ADRIANA BATISTA DE ANDRADE,--,FÍSICA,EQNP 28 32 BLOCO F LOTE 03 LOJA,01,61 33765482,AV P4,CEILANDIA,72235566,CEILANDIA - IBGE - 530040,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,00097/2013,SES,05/02/2013,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300406699405&VEstado=53&VCodMunicipio=530040,5300406699405,53,530040,53ff9c5cd1fa2a7671bad393
CASA DE ABIGAIL,3089010,33948381006044,LAR FABIANO DE CRISTO,--,JURÍDICA,QNM,29,(  )3713726,MODULO  E,CEILANDIA SUL,72215290,CEILANDIA - IBGE - 530040,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,IX 079/2003,SES,16/04/2003,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300103089010&VEstado=53&VCodMunicipio=530040,5300103089010,53,530040,53ff9c5cd1fa2a7671bad394
CARNELLI PINHO,6973701,13210402000162,CARNELLI PINHO SERVICOS MEDICOS LTDA,--,JURÍDICA,QNN 28 AREA ESPECIAL C,S/N,34353216,SALA 202,CEILANDIA,72220283,CEILANDIA - IBGE - 530040,DF,CLINICA/CENTRO DE ESPECIALIDADE,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,IX050/2012,SES,14/03/2012,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300406973701&VEstado=53&VCodMunicipio=530040,5300406973701,53,530040,53ff9c5dd1fa2a7671bad395
CARLOS ROBERTO RIBEIRO,3100200,,CARLOS ROBERTO RIBEIRO,--,FÍSICA,EQNM 0709 BLOCO A LOTE 01 SALA,101,,,CEILANDIA SUL,72225070,CEILANDIA - IBGE - 530040,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,IX-178/2003,SES,02/05/2003,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300403100200&VEstado=53&VCodMunicipio=530040,5300403100200,53,530040,53ff9c5dd1fa2a7671bad396
CARLOS HENRIQUE GUIMRAES JUNIOR,6324614,,CARLOS HENRIQUE GUIMARAES JUNIOR,--,FÍSICA,QNM 17 CONJUNTO F LOTE,03,61 3581-3294,,CEILANDIA,72215170,CEILANDIA - IBGE - 530040,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,398/2009,SES,20/08/2009,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300406324614&VEstado=53&VCodMunicipio=530040,5300406324614,53,530040,53ff9c5dd1fa2a7671bad397
CARLOS ANTONIO DE OLIVEIRA,3104087,,CARLOS ANTONIO DE OLIVEIRA,--,FÍSICA,EQNO 0103 BLOCO D SALA,111,(61)5855960,,CEILANDIA,72225110,CEILANDIA - IBGE - 530040,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,069792,SES,18/09/1992,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300403104087&VEstado=53&VCodMunicipio=530040,5300403104087,53,530040,53ff9c5ed1fa2a7671bad398
CAPS CEILANDIA,6585760,,CAPS ADII CEILANDIA,--,JURÍDICA,QNM 17,01,6134719202,AREA ESPECIAL,CEILANDIA SUL,72210020,CEILANDIA - IBGE - 530040,DF,CENTRO DE ATENCAO PSICOSSOCIAL,CAPS ALCOOL E DROGA,ESTADUAL,ESTADUAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300406585760&VEstado=53&VCodMunicipio=530040,5300406585760,53,530040,53ff9c5ed1fa2a7671bad399
BUCAL CENTRO RADIOLOGICO,7334052,10691589000175,BUCAL CENTRO RADIOLOGICO LTDA ME,--,JURÍDICA,CNM 01 BLOCO A,114,61 3371 4374,CENTRO,CEILANDIA,72215501,CEILANDIA - IBGE - 530040,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,00739,SES,24/06/2010,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300407334052&VEstado=53&VCodMunicipio=530040,5300407334052,53,530040,53ff9c5ed1fa2a7671bad39a
BIO NEURO,6210317,10425112000148,BIO NEURO CENTRO DE DIAGNOSTICO AVANCADO EM NEUROLOGIA LTDA,--,JURÍDICA,QNM 17 CONJUNTO H LOTE 18 SALA 01 ANDAR 03 CONSULTORIO,02,33222584,SUBSOLO,CEILANDIA,72215170,CEILANDIA - IBGE - 530040,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300406210317&VEstado=53&VCodMunicipio=530040,5300406210317,53,530040,53ff9c5ed1fa2a7671bad39b
ARMOT,6775640,13196948000106,CLINICA ALEXANDRE ROCHA MELO DE OTORRINOLARINGOLOGIA S S LTD,--,JURÍDICA,QNN 28 AREA ESPECIAL C,221,30432153,,CEILANDIA,72220280,CEILANDIA - IBGE - 530040,DF,CLINICA/CENTRO DE ESPECIALIDADE,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,0042/2011,SES,12/04/2011,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300406775640&VEstado=53&VCodMunicipio=530040,5300406775640,53,530040,53ff9c5fd1fa2a7671bad39c
APAED,5582156,00573287000149,ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS E DEFICIENTES,--,JURÍDICA,QNM 29 MODULO D,00,33722528,AREA ESPECIAL,CEILANDIA,72215290,CEILANDIA - IBGE - 530040,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,ENTIDADE BENEFICENTE SEM FINS LUCRATIVOS,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300405582156&VEstado=53&VCodMunicipio=530040,5300405582156,53,530040,53ff9c5fd1fa2a7671bad39d
ANALISES,6217257,10520595000160,LABORATORIO DE ANALISES CLINICAS DA CEILANDIA LTDA,--,JURÍDICA,QNM 17 CONJ H LOTES,S/N,30371252,PARTE A,CEILANDIA,72215178,CEILANDIA - IBGE - 530040,DF,CLINICA/CENTRO DE ESPECIALIDADE,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,00223/2009,SES,06/03/2009,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300406217257&VEstado=53&VCodMunicipio=530040,5300406217257,53,530040,53ff9c5fd1fa2a7671bad39e
ANGIO CARDIO,6300375,10817238000168,ANGIO CARDIO CLINICA MEDICA LTDA,--,JURÍDICA,QNN A E MODULO C SALA,314,33789109,,CEILANDIA,72220280,CEILANDIA - IBGE - 530040,DF,CLINICA/CENTRO DE ESPECIALIDADE,CEO-I,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,01587/2011,SES,03/10/2011,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300406300375&VEstado=53&VCodMunicipio=530040,5300406300375,53,530040,53ff9c60d1fa2a7671bad39f
ANA CRISTINA COELHO,6600158,,ANA CRISTINA COELHO,--,FÍSICA,QNM 01 CONJUNTO G LOTE 04 SALA,102,6133732102,,CEILANDIA,72215010,CEILANDIA - IBGE - 530040,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,SERVIÇO SOCIAL AUTONOMO,INDIVIDUAL,00528/2010,SES,16/06/2010,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300406600158&VEstado=53&VCodMunicipio=530040,5300406600158,53,530040,53ff9c60d1fa2a7671bad3a0
ANA MARIA FELICORI SALGADO DE FREITAS JUNCAL,3100189,,ANA MARIA FELICORI SALGADO DE FREITAS JUNCAL,--,FÍSICA,CNM 02 LOTE B SALA 215,215,(61) 3725314,CEILANDIA,CENTRO,72225110,CEILANDIA - IBGE - 530040,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,123/2010,SES,15/04/2010,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300403100189&VEstado=53&VCodMunicipio=530040,5300403100189,53,530040,53ff9c60d1fa2a7671bad3a1
AMS CLINICA DENTARIA VITORIA,3050653,05867094000114,AMS CLINICA DENTARIA VITORIA LTDA,--,JURÍDICA,QNM 17 CONJUNTO A LOTE 27 SALAS,201,(61)3729193,A 204,CEILANDIA,72215171,CEILANDIA - IBGE - 530040,DF,CLINICA/CENTRO DE ESPECIALIDADE,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300103050653&VEstado=53&VCodMunicipio=530040,5300103050653,53,530040,53ff9c61d1fa2a7671bad3a2
AMECEI,3022994,,ALMERINDA CLEMENTINO DE HOLANDA,--,FÍSICA,QNM 17 CONJUNTO F LOTE,02,(61)5814402,SALA 102,CEILANDIA,72215170,CEILANDIA - IBGE - 530040,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,SERVIÇO SOCIAL AUTONOMO,INDIVIDUAL,IX-22/2003,SES,31/01/2003,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300103022994&VEstado=53&VCodMunicipio=530040,5300103022994,53,530040,53ff9c61d1fa2a7671bad3a3
ALLEGRO PSICOLOGIA,7416539,18964990000143,R G FAUSTINO MARQUES CONSULTORIO DE PSICOLOGIA ME,--,JURÍDICA,Q QNM 17 CONJUNTO H LOTE,46,33721645,SALA 204,CEILANDIA,72215178,CEILANDIA - IBGE - 530040,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,0000000/17012014,SES,17/01/2014,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300407416539&VEstado=53&VCodMunicipio=530040,5300407416539,53,530040,53ff9c61d1fa2a7671bad3a4
ALIPIO DOMINGOS DA SILVA FILHO,3092003,,ALIPIO DOMINGOS DA SILVA FILHO,--,FÍSICA,EQNM 0507 BLOCO C,S/N,(61)96081193,SALA 101,CEILANDIA,72215055,CEILANDIA - IBGE - 530040,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,IX-222/2003,SES,16/05/2003,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300103092003&VEstado=53&VCodMunicipio=530040,5300103092003,53,530040,53ff9c62d1fa2a7671bad3a5
ALINE PINTO BANDEIRA DE SOUSA,6854184,,ALINE PINTO BANDEIRA DE SOUSA,--,FÍSICA,QNM 17 CONJUNTO H LOTE 58 SALA 403,S/N,6133473277,,CEILANDIA,72215178,CEILANDIA - IBGE - 530040,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300406854184&VEstado=53&VCodMunicipio=530040,5300406854184,53,530040,53ff9c62d1fa2a7671bad3a6
ADRIANA DE FATIMA COUTINHO DE HOLANDA,5936748,,ADRIANA DE FATIMA COUTINHO DE HOLANDA,--,FÍSICA,QNM 17 CONJUNTO B LOTE,04,33713237,SALA 203,CEILANDIA,72215172,CEILANDIA - IBGE - 530040,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,SERVIÇO SOCIAL AUTONOMO,INDIVIDUAL,0654/2008,SES,10/06/2008,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300405936748&VEstado=53&VCodMunicipio=530040,5300405936748,53,530040,53ff9c62d1fa2a7671bad3a7
ADONTONAVA,7554443,18434888000136,GLAUCO DE LIMA NAVA ME,--,JURÍDICA,QNM 05 CONJUNTO B LOTE 47 SALAS 203 A,205,30411488,,CEILANDIA,72215052,CEILANDIA - IBGE - 530040,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,0001,SES,20/05/2014,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300407554443&VEstado=53&VCodMunicipio=530040,5300407554443,53,530040,53ff9c63d1fa2a7671bad3a8
ADAPTE DF,3816427,02616510000113,ASS DE APOIO AOS PORTADORES DE NECESSIDADES ESPECIAIS,--,JURÍDICA,QNO 16 CONJUNTO D AREA ESPECIAL,01,33791545,,CEILANDIA,72210502,CEILANDIA - IBGE - 530040,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,ENTIDADE BENEFICENTE SEM FINS LUCRATIVOS,INDIVIDUAL,IX-421,SES,26/10/2005,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300403816427&VEstado=53&VCodMunicipio=530040,5300403816427,53,530040,53ff9c63d1fa2a7671bad3a9
ABRIGO ZELIA MACALAO,3551326,02578011000189,INSTITUTO BRASILIENSE EDUCSOCEVANG IBAESE,--,JURÍDICA,QNN 28 MODULO A AREA ESPECIAL,S/N,(61)35813250,,CEILANDIA,72220281,CEILANDIA - IBGE - 530040,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,ENTIDADE BENEFICENTE SEM FINS LUCRATIVOS,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300403551326&VEstado=53&VCodMunicipio=530040,5300403551326,53,530040,53ff9c63d1fa2a7671bad3aa
ABRIGO DOS EXCEPCIONAIS DE CEILANDIA AEC,3040992,00355826000173,ABRIGO DOS EXCEPCIONAIS DE CEILANDIA,--,JURÍDICA,QNN 29 MODULO,,(61)5851905,,CEILANDIA,72225290,CEILANDIA - IBGE - 530040,DF,CLINICA/CENTRO DE ESPECIALIDADE,,PRIVADA,ESTADUAL,ENTIDADE BENEFICENTE SEM FINS LUCRATIVOS,INDIVIDUAL,IX-393,SES,29/09/2003,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300403040992&VEstado=53&VCodMunicipio=530040,5300403040992,53,530040,53ff9c64d1fa2a7671bad3ab
ABC CONSULTORIOS ODONTOLOGICOS,5878527,09401971000118,ABC CONSULTORIO ODONTOLOGICO LTDA,--,JURÍDICA,QNN 38 CONJUNTO D LOTE,03,33783924,,SUL,72220380,CEILANDIA - IBGE - 530040,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,343/2008,SES,24/06/2008,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300405878527&VEstado=53&VCodMunicipio=530040,5300405878527,53,530040,53ff9c64d1fa2a7671bad3ac
ZOILA MARIA,6605516,,ZOILA MARIA BEATRIZ ABARCA DE GRAU,--,FÍSICA,SHC SW CLSW 303 BLOCO A ENTRADA 16 SALA,118,32429496,PAV SUPERIOR,SUDOESTE,70673621,CRUZEIRO - IBGE - 530050,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,SERVIÇO SOCIAL AUTONOMO,INDIVIDUAL,238/2010,SES,03/08/2010,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300506605516&VEstado=53&VCodMunicipio=530050,5300506605516,53,530050,53ff9c65d1fa2a7671bad3ad
VITESSE ODONTOLOGIA,6858260,14119813000100,CLINICA VITESSE ODONTOLOGIA LTDA,--,JURÍDICA,ST SHC SW CLSW 301 BLOCO C ENTRADA,42,,KITSTUDIO 123 1 PV,SUDOESTE,70673603,CRUZEIRO - IBGE - 530050,DF,CLINICA/CENTRO DE ESPECIALIDADE,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,00249/2011,SES,24/08/2011,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300506858260&VEstado=53&VCodMunicipio=530050,5300506858260,53,530050,53ff9c65d1fa2a7671bad3ae
VITALLITY PILATES,6944760,14457590000190,AMANDA OLIVEIRA CRUZ,--,JURÍDICA,QMSW 05 LT 07 ED SAINT TROPEZ BL E LJ 02,02,33280388,,SUDOESTE,70680500,CRUZEIRO - IBGE - 530050,DF,CLINICA/CENTRO DE ESPECIALIDADE,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,PROTOCOLO 091,SES,16/11/2011,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300506944760&VEstado=53&VCodMunicipio=530050,5300506944760,53,530050,53ff9c65d1fa2a7671bad3af
CENTRO ESP ODONTOLOGIA CEILANDIA,3912493,07669622000156,JOENILDO URCINO RODRIGUES,--,JURÍDICA,QNM 02 CONJUNTO A LOTE 04 SALA,103,3581-5065,,CEILANDIA,72210021,CEILANDIA - IBGE - 530040,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,1127,SES,20/12/2005,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300403912493&VEstado=53&VCodMunicipio=530040,5300403912493,53,530040,53ff9c66d1fa2a7671bad3b0
CECILIANA LOPES MORENO,7242786,,CECILIANA LOPES MORENO,--,FÍSICA,QNM 01 BLOCO G SALA,311,,,CEILANDIA,72215507,CEILANDIA - IBGE - 530040,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,00296/2013,SES,18/04/2013,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300407242786&VEstado=53&VCodMunicipio=530040,5300407242786,53,530040,53ff9c66d1fa2a7671bad3b1
ANGULAR CLINICA OFTALMOLOGICA,7143540,10642641000101,ANGULAR CLINICA OFTALMOLOGICA LTDA ME,--,JURÍDICA,QNM 19 CONJUNTO P LOTE 48 LOJA,01,,TERREO PARTE A,CEILANDIA,72215206,CEILANDIA - IBGE - 530040,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,01389/2012,SES,28/09/2012,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300407143540&VEstado=53&VCodMunicipio=530040,5300407143540,53,530040,53ff9c66d1fa2a7671bad3b2
VITAL ODONTOLOGIA INTEGRADA,5453232,,LUANA DUARTE MARCONDES MODESTI,--,FÍSICA,CLSW 301 BLOCO A SALA,117,61 33449206,ED ESPACO VIP,SUDOESTE,70673601,CRUZEIRO - IBGE - 530050,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,00160/2007,SMS,02/07/2007,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300505453232&VEstado=53&VCodMunicipio=530050,5300505453232,53,530050,53ff9c66d1fa2a7671bad3b3
VISION OFTALMOLOGIA SUDOESTE,7372353,07443193000102,CLINICA MEDICA DE HEMATOLOGIA E OFTALMOLOGIA BETTARELLO S S,--,JURÍDICA,ST SHC SW CHSW BLOCO 03 04 05,S/N,,SALA 155 TERREO,SUDOESTE,70670307,CRUZEIRO - IBGE - 530050,DF,CLINICA/CENTRO DE ESPECIALIDADE,OUTROS,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,00157/2010,SES,30/06/2010,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300507372353&VEstado=53&VCodMunicipio=530050,5300507372353,53,530050,53ff9c67d1fa2a7671bad3b4
UP DAY MEDICINA E ESTETICA,5602319,08763603000157,CLINICA DE MEDICINA E ESTETICA UP DAY LTDA,--,JURÍDICA,SHC AOS EA 02 08 LOTE 05 TORRE B SALA 250 2 PAVIMENTO PARTE,S/N,,,OCTOGONAL,70660900,CRUZEIRO - IBGE - 530050,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,406,SMS,05/11/2007,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300505602319&VEstado=53&VCodMunicipio=530050,5300505602319,53,530050,53ff9c67d1fa2a7671bad3b5
